Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
DISGUST,47.1619,458.586,140.011,372.615,349.781,417.32,490.773,417.32,707.421,351.982,869.047,417.32,-1,-1,102.183,492.975,342.903,482.658,549.234,472.342,803.709,451.709,-1,-1,363.536,537.68,435.752,530.802,336.025,781.838,418.558,771.522,562.989,723.378,332.586,1032.87,514.845,912.514,686.788,946.903,504.529,960.658,504.529,1136.04,507.968,1225.45,525.162,1387.08,-1,-1,-1,-1
SADNESS,91.0396,435.845,226.867,340.766,427.212,357.745,569.831,374.723,810.924,350.953,939.96,463.011,-1,-1,165.745,483.385,393.255,469.802,610.579,483.385,855.068,486.781,-1,-1,434.004,524.133,518.896,527.529,386.464,805.975,461.169,741.457,593.601,799.183,298.176,999.529,488.335,968.968,719.241,996.133,498.522,1019.9,501.917,1040.28,498.522,1125.17,498.522,1373.05,-1,-1,-1,-1
SURPRISE,89.4353,490.745,201.32,329.91,432.083,403.335,571.939,396.342,792.212,277.464,911.09,403.335,-1,-1,152.371,501.234,411.104,494.241,613.896,483.752,855.147,476.759,-1,-1,463.55,536.198,529.982,529.205,421.594,784.442,509.004,704.025,627.881,756.471,390.126,1053.67,533.478,952.27,697.809,1036.18,536.975,1011.71,547.464,1123.59,547.464,1207.51,543.968,1385.82,-1,-1,-1,-1
FEAR,91.7446,413.709,240.522,308.888,463.687,356.227,602.32,352.845,808.579,275.076,923.543,362.989,-1,-1,166.133,457.665,419.73,450.903,622.608,454.284,869.442,440.759,-1,-1,467.068,508.385,558.363,505.004,409.586,734.932,524.55,724.788,646.277,738.313,362.248,1029.1,531.313,927.665,696.996,1002.05,527.932,971.622,527.932,1154.21,527.932,1228.6,538.076,1370.62,-1,-1,-1,-1
HAPPY,48.1691,501.622,142.845,369.752,376.155,400.183,511.406,390.04,734.572,308.888,866.442,420.471,-1,-1,102.27,528.673,355.867,488.097,562.126,474.572,822.486,467.809,-1,-1,396.442,515.147,470.831,505.004,352.486,768.745,426.874,687.594,589.176,721.406,284.86,964.86,504.644,900.615,748.097,920.903,508.025,927.665,511.406,1073.06,518.169,1140.69,538.457,1360.47,-1,-1,-1,-1
ANGER,55.6655,452.824,177.91,361.14,405.421,422.263,554.831,432.45,775.55,374.723,907.982,452.824,-1,-1,137.162,496.968,381.651,490.176,588.788,493.572,833.277,493.572,-1,-1,422.399,537.716,507.291,537.716,371.464,792.392,466.543,755.04,609.162,758.435,368.068,1064.05,527.665,972.363,670.284,1023.3,503.896,1026.69,503.896,1047.07,507.291,1108.19,531.061,1349.28,-1,-1,-1,-1
HAPPY,125.493,534.27,244.745,422.471,486.975,448.558,729.205,437.378,919.263,392.658,1072.05,452.284,-1,-1,218.658,578.989,479.522,564.083,744.112,560.356,990.068,541.723,-1,-1,568.96,593.896,677.032,601.349,472.068,843.579,613.68,843.579,773.924,843.579,401.263,1075.4,634.176,1079.13,867.09,1030.68,637.903,1108.94,637.903,1151.8,637.903,1207.7,636.04,1473.38,-1,-1,-1,-1
ANGER,116.723,557.478,217.845,452.745,467.04,459.968,698.176,431.076,882.363,376.903,1062.94,420.241,-1,-1,214.234,586.371,477.874,553.867,723.457,524.975,961.817,496.083,-1,-1,557.327,579.147,665.673,575.536,452.594,846.399,618.723,813.896,784.853,813.896,441.759,1064.38,644.004,1021.05,869.723,1012.02,642.198,1030.07,644.004,1039.1,642.198,1057.16,665.673,1391.74,-1,-1,-1,-1
HAPPY,107.112,539.421,226.291,449.133,479.097,478.025,688.565,459.968,901.644,394.96,1082.22,478.025,-1,-1,204.622,593.594,479.097,579.147,724.68,561.09,1006.38,557.478,-1,-1,562.162,626.097,666.896,618.874,453.817,864.457,612.723,904.183,778.853,857.234,367.14,1066.7,634.392,1073.6,894.421,1021.24,636.198,1089.85,639.809,1098.88,639.809,1145.83,652.45,1417.02,-1,-1,-1,-1
SURPRISE,124.09,492.759,241.068,375.781,486.723,395.277,712.881,371.881,958.536,344.586,1083.31,442.068,-1,-1,225.471,543.45,482.824,547.349,751.874,531.752,993.629,527.853,-1,-1,560.809,566.845,677.788,570.745,463.327,828.097,611.5,777.406,771.371,843.694,436.032,1175.13,607.601,1089.35,781.871,1166.17,611.5,1115.34,605.651,1283.0,609.55,1376.59,619.299,1592.36,-1,-1,-1,-1
FEAR,167.802,480.219,324.924,379.212,534.421,427.845,755.14,397.917,983.342,367.989,1110.54,468.996,-1,-1,253.845,532.594,508.234,528.853,777.586,525.112,1009.53,528.853,-1,-1,598.018,551.299,710.248,551.299,500.752,801.946,646.651,798.205,796.291,824.392,452.119,1127.41,642.91,1067.56,803.773,1127.41,644.781,1096.93,639.169,1173.62,642.91,1255.93,627.946,1486.55,-1,-1,-1,-1
DISGUST,95.0862,481.052,205.155,445.672,417.431,500.707,606.121,504.638,779.086,473.19,959.914,536.086,-1,-1,161.914,595.052,393.845,610.776,637.569,634.362,885.224,622.569,-1,-1,453.86,640.396,566.621,642.697,374.19,913.466,499.885,893.533,641.5,913.466,311.293,1121.81,515.707,1051.05,692.603,1125.74,511.776,1098.22,511.776,1121.81,511.776,1168.98,488.379,1438.93,-1,-1,-1,-1
SADNESS,52.7599,467.118,176.707,407.023,435.869,444.582,619.911,440.826,815.221,407.023,954.192,455.85,-1,-1,150.415,561.017,387.041,591.065,649.959,591.065,897.853,576.041,-1,-1,465.916,643.649,564.674,642.637,398.309,917.834,516.301,893.295,641.63,919.68,345.725,1109.39,510.988,1083.1,676.251,1113.14,510.988,1120.66,510.988,1146.95,510.988,1184.51,507.506,1407.8,-1,-1,-1,-1
SURPRISE,72.9483,527.397,155.5,444.845,424.879,518.707,598.672,518.707,850.672,431.81,989.707,527.397,-1,-1,155.5,640.362,385.776,657.741,659.5,670.776,889.776,649.052,-1,-1,468.328,714.224,553.848,718.033,388.522,995.272,515.696,949.489,642.121,992.293,372.741,1270.36,507.431,1166.09,672.534,1252.98,507.431,1213.88,494.397,1365.95,494.397,1431.12,490.261,1623.51,-1,-1,-1,-1
ANGER,65.3408,407.405,198.391,344.381,397.967,417.908,576.534,421.41,786.614,337.378,905.659,403.903,-1,-1,149.373,491.436,355.951,512.444,608.046,522.948,835.633,512.444,-1,-1,430.158,541.643,528.543,547.792,362.954,813.558,481.401,789.655,604.545,810.057,313.935,1016.64,481.999,985.123,629.054,1023.64,478.497,1016.64,474.996,1037.64,467.993,1079.66,460.904,1312.33,-1,-1,-1,-1
FEAR,50.9615,522.71,158.389,470.985,397.115,534.646,556.267,534.646,779.078,470.985,922.314,518.731,-1,-1,134.516,614.221,353.349,642.073,607.991,626.158,846.718,618.2,-1,-1,417.009,681.861,512.5,678.46,354.115,960.292,468.245,927.683,601.009,950.975,337.434,1175.23,472.712,1119.53,639.821,1171.25,476.691,1167.27,476.691,1234.91,476.691,1286.64,479.891,1491.35,-1,-1,-1,-1
HAPPY,75.3117,534.916,171.566,422.619,420.224,494.81,612.733,506.842,865.402,450.694,981.71,538.927,-1,-1,167.556,607.107,396.16,615.129,656.85,631.171,901.497,647.214,-1,-1,451.717,667.457,562.065,669.804,384.129,915.924,512.761,885.804,652.84,919.935,303.916,1096.4,516.479,1068.33,745.084,1092.39,504.447,1116.45,504.447,1200.68,512.468,1260.84,500.436,1477.41,-1,-1,-1,-1
SURPRISE,86.8022,559.507,207.234,451.119,464.155,519.363,664.874,519.363,917.781,471.191,1046.24,567.536,-1,-1,171.104,619.723,432.04,635.781,688.96,647.824,953.91,623.737,-1,-1,520.356,687.968,632.759,687.968,424.011,924.817,592.615,888.687,721.076,952.917,383.867,1213.85,556.486,1157.65,749.176,1221.88,564.514,1193.78,576.558,1314.21,580.572,1394.5,572.543,1639.38,-1,-1,-1,-1
HAPPY,76.3129,584.176,200.629,475.399,445.378,518.133,620.198,522.018,861.061,475.399,1004.8,564.752,-1,-1,146.241,619.14,406.529,626.91,666.817,630.795,938.759,611.371,-1,-1,495.881,677.414,600.773,677.414,383.219,879.428,558.04,879.428,717.32,887.198,289.982,1062.02,530.845,1069.79,818.327,1065.9,534.73,1100.87,554.155,1217.41,558.04,1302.88,550.27,1559.28,-1,-1,-1,-1
ANGER,94.1835,529.399,240.486,479.442,454.586,543.673,643.709,536.536,893.493,461.601,1039.79,500.853,-1,-1,169.119,582.924,433.176,600.766,686.529,600.766,943.45,565.083,-1,-1,515.248,661.428,625.867,664.996,436.745,900.507,575.91,900.507,718.644,896.939,390.356,1111.04,558.068,1118.18,761.464,1118.18,561.637,1143.15,561.637,1157.43,561.637,1210.95,572.342,1435.76,-1,-1,-1,-1
FEAR,103.809,593.198,222.946,509.802,457.248,553.486,624.04,553.486,898.054,489.946,1029.1,565.399,-1,-1,183.234,632.91,433.421,648.795,687.579,648.795,949.68,620.996,-1,-1,516.817,700.421,624.04,700.421,433.421,946.637,576.385,918.838,711.406,958.55,397.68,1204.77,560.5,1176.97,763.032,1208.74,556.529,1216.68,568.442,1268.31,572.414,1347.73,576.385,1597.92,-1,-1,-1,-1
SADNESS,131.586,478.198,288.119,430.874,517.457,427.234,695.831,445.435,914.248,489.119,1041.66,565.565,-1,-1,186.191,543.723,462.853,561.924,692.191,572.845,972.493,598.327,-1,-1,542.939,623.809,652.147,638.371,430.09,860.428,608.464,838.586,721.313,911.392,317.241,1024.24,561.14,1035.16,794.119,1064.28,557.5,1071.56,553.86,1086.13,550.219,1129.81,513.817,1428.31,-1,-1,-1,-1
DISGUST,132.867,525.522,293.04,470.917,518.737,543.723,722.594,543.723,955.572,470.917,1042.94,565.565,-1,-1,220.234,580.126,471.414,601.968,726.234,609.248,988.335,601.968,-1,-1,580.622,645.651,693.471,652.932,482.335,824.025,631.586,878.629,766.277,827.665,362.205,1067.92,595.183,1042.44,813.601,1111.61,602.464,1086.13,598.824,1104.33,598.824,1151.65,602.464,1457.44,-1,-1,-1,-1
SURPRISE,91.7918,389.619,201.447,275.747,399.67,343.227,661.155,347.444,905.771,296.834,1019.64,410.707,-1,-1,159.272,541.45,402.795,546.658,690.678,537.232,952.163,524.58,-1,-1,494.306,600.04,620.133,600.04,376.104,844.068,540.061,840.255,742.147,859.32,334.162,1133.85,564.153,1098.16,791.716,1141.48,568.37,1161.42,555.718,1228.9,555.718,1317.47,581.023,1541.0,-1,-1,-1,-1
SADNESS,68.5875,437.484,185.471,343.903,399.112,391.788,656.953,395.471,855.86,314.435,981.224,404.89,-1,-1,133.903,542.809,384.378,553.86,663.431,539.341,920.11,514.895,-1,-1,472.781,583.327,601.701,590.694,361.935,861.208,535.399,833.802,712.322,848.985,325.267,1138.26,553.426,1081.22,781.585,1121.96,553.426,1142.33,561.574,1166.78,557.5,1240.12,569.723,1476.42,-1,-1,-1,-1
DISGUST,91.7838,402.471,202.553,318.439,431.731,406.29,649.45,402.471,874.808,322.259,970.298,394.832,-1,-1,135.018,477.773,390.558,495.04,670.27,495.04,925.809,488.133,-1,-1,480.342,564.104,594.299,564.104,352.572,778.205,507.968,812.737,715.162,767.845,311.133,1030.29,539.047,1016.48,773.867,1016.48,546.32,1063.27,550.139,1090.0,542.5,1189.31,542.5,1387.94,-1,-1,-1,-1
FEAR,92.3201,466.845,188.46,361.561,406.115,344.818,661.442,357.375,887.468,336.447,962.81,441.089,-1,-1,142.418,575.031,398.838,584.155,667.514,584.155,920.954,570.845,-1,-1,470.737,606.86,599.399,606.86,360.073,884.771,542.637,871.752,740.969,872.214,314.031,1165.21,560.985,1131.73,774.455,1144.28,560.985,1186.14,553.989,1246.38,561.558,1352.34,581.914,1541.92,-1,-1,-1,-1
HAPPY,104.078,438.495,198.885,302.468,430.795,388.932,676.752,388.932,877.989,325.579,1006.8,426.129,-1,-1,149.42,529.179,412.162,552.903,691.658,549.176,967.428,549.176,-1,-1,494.147,586.442,609.673,582.716,359.643,809.476,542.594,839.853,747.113,813.598,281.325,1036.19,559.363,1042.32,825.431,1052.68,555.637,1079.59,555.637,1155.98,559.363,1236.1,561.622,1497.85,-1,-1,-1,-1
ANGER,79.0676,399.367,214.346,327.749,417.264,395.389,687.821,391.41,866.866,335.707,982.251,399.367,-1,-1,138.749,502.816,398.629,522.881,679.863,510.773,934.601,501.299,-1,-1,474.169,580.435,600.068,576.838,357.582,856.927,535.32,839.428,733.162,850.219,337.688,1119.53,556.521,1079.74,775.354,1103.61,564.479,1123.51,560.5,1151.36,560.5,1234.91,564.479,1461.7,-1,-1,-1,-1
SADNESS,80.1578,524.802,184.02,444.908,431.691,468.877,619.442,488.85,863.118,369.009,1030.9,424.935,-1,-1,160.052,656.627,447.67,628.664,691.346,604.696,966.98,556.76,-1,-1,511.585,612.686,599.468,596.707,451.664,952.235,619.442,920.277,731.293,920.277,395.739,1151.97,603.463,1100.04,815.182,1116.02,607.458,1124.01,611.452,1139.99,611.452,1191.92,627.431,1483.53,-1,-1,-1,-1
DISGUST,57.6141,516.813,152.42,471.471,420.351,562.155,634.696,562.155,890.261,459.105,1013.92,500.325,-1,-1,148.298,648.718,399.741,644.595,663.55,640.473,931.481,615.741,-1,-1,449.206,698.182,576.988,685.816,375.009,929.015,519.28,941.381,663.55,912.527,337.911,1159.85,531.646,1085.65,737.747,1126.87,535.768,1122.75,548.134,1221.68,548.134,1279.39,576.988,1514.34,-1,-1,-1,-1
ANGER,94.3223,452.007,260.715,423.598,496.099,525.057,727.426,508.824,954.694,370.84,1100.79,427.656,-1,-1,159.256,606.224,451.458,622.458,719.309,622.458,1007.45,594.049,-1,-1,536.683,675.216,621.908,675.216,410.874,955.243,585.383,987.71,723.367,959.301,366.232,1162.22,569.15,1137.87,763.951,1154.1,561.033,1166.28,569.15,1186.57,573.208,1267.74,585.383,1507.18,-1,-1,-1,-1
HAPPY,96.9801,473.755,203.739,399.845,474.741,449.118,688.259,473.755,930.519,362.89,1049.6,445.012,-1,-1,174.996,617.468,466.529,601.044,704.683,592.832,959.261,572.301,-1,-1,528.121,625.68,622.561,613.362,421.362,880.259,589.712,900.789,733.426,867.94,302.285,1044.5,581.5,1019.87,864.821,1019.87,581.5,1060.93,581.5,1167.69,585.606,1216.96,585.606,1520.81,-1,-1,-1,-1
SURPRISE,82.5053,407.078,168.765,294.94,423.232,389.826,638.882,402.765,932.166,269.062,1048.62,394.139,-1,-1,147.2,583.911,440.484,596.85,690.638,579.598,949.418,579.598,-1,-1,496.553,622.728,569.874,622.728,414.606,903.073,565.561,864.256,694.951,898.76,380.102,1144.6,556.935,1088.53,755.333,1153.23,552.622,1127.35,561.248,1248.11,574.187,1330.06,578.5,1597.47,-1,-1,-1,-1
FEAR,93.5743,503.046,199.808,409.561,450.519,464.802,675.733,477.55,939.192,358.569,1045.43,452.054,-1,-1,153.065,656.023,446.269,643.275,705.479,630.527,973.187,630.527,-1,-1,522.757,634.776,607.744,630.527,433.521,949.227,582.248,893.985,709.728,940.728,386.779,1195.69,573.749,1123.45,756.471,1187.19,569.5,1165.94,569.5,1238.18,573.749,1293.42,573.749,1586.63,-1,-1,-1,-1
DISGUST,84.1259,372.982,220.73,364.263,383.493,404.953,557.881,390.421,691.579,326.478,822.371,297.414,-1,-1,133.536,480.522,371.867,480.522,584.04,463.083,816.558,431.112,-1,-1,429.996,527.025,520.097,521.212,371.867,695.601,491.032,692.694,604.385,698.507,336.989,904.867,496.845,846.737,679.953,890.335,496.845,878.709,505.565,936.838,511.378,992.061,520.097,1163.54,-1,-1,-1,-1
SADNESS,79.6583,354.385,214.018,339.781,389.27,354.385,570.363,351.464,733.932,295.968,853.687,295.968,-1,-1,146.838,479.982,371.745,477.061,593.73,459.536,827.399,427.406,-1,-1,450.608,523.795,538.234,526.716,383.428,713.651,500.263,684.442,620.018,716.572,342.536,923.953,500.263,865.536,693.04,906.428,503.183,906.428,506.104,918.112,523.629,985.291,529.471,1183.91,-1,-1,-1,-1
SURPRISE,66.5144,363.126,180.241,333.198,353.824,393.054,548.356,378.09,727.924,306.263,850.629,321.227,-1,-1,132.356,476.853,347.838,491.817,572.299,485.831,808.73,449.917,-1,-1,425.651,542.694,506.457,539.701,356.817,731.241,455.579,698.32,575.291,737.227,317.91,937.745,464.558,892.853,659.09,931.759,464.558,919.788,482.514,973.658,488.5,1036.51,497.478,1213.08,-1,-1,-1,-1
HAPPY,38.7806,403.076,151.96,352.442,321.73,409.032,518.306,385.205,699.989,304.788,831.04,328.615,-1,-1,107.284,519.234,327.687,516.255,557.025,501.363,792.32,456.687,-1,-1,387.255,540.083,461.716,531.147,327.687,730.701,417.04,709.853,574.896,739.637,285.989,918.342,449.802,882.601,679.14,909.406,458.737,915.363,458.737,995.781,464.694,1043.44,479.586,1204.27,-1,-1,-1,-1
ANGER,93.7734,344.529,228.349,358.845,400.147,404.658,591.989,390.342,740.881,321.622,869.73,292.989,-1,-1,153.903,453.335,377.241,470.514,606.306,464.788,841.097,418.975,-1,-1,466.004,559.277,543.313,559.277,391.558,725.349,503.227,705.306,620.622,728.212,345.745,925.781,514.68,888.558,689.342,914.327,511.817,920.054,517.543,931.507,523.27,994.5,534.723,1177.75,-1,-1,-1,-1
DISGUST,82.9032,411.304,211.02,294.168,426.988,352.736,599.031,356.397,789.375,294.168,935.794,393.001,-1,-1,159.773,466.211,412.346,458.89,620.993,458.89,877.227,469.871,-1,-1,478.235,488.174,562.426,488.174,379.402,770.031,507.519,733.426,661.259,777.351,306.192,964.036,514.84,905.468,716.166,960.375,511.179,934.752,507.519,1029.92,500.198,1077.51,514.84,1330.08,-1,-1,-1,-1
SURPRISE,55.9191,443.134,171.304,303.877,394.115,363.558,608.969,391.41,811.887,315.813,947.166,451.092,-1,-1,147.431,482.922,410.031,486.901,612.948,510.773,871.569,502.816,-1,-1,477.67,530.667,565.203,530.667,366.264,801.224,513.479,737.564,644.779,801.224,314.54,1043.93,497.564,964.354,676.609,1051.89,497.564,1004.14,501.542,1123.51,489.606,1191.14,501.542,1465.68,-1,-1,-1,-1
SADNESS,68.6034,448.259,176.603,317.914,377.707,351.431,597.431,366.328,768.741,306.741,936.328,392.397,-1,-1,154.259,496.672,418.672,489.224,634.672,478.052,865.569,478.052,-1,-1,467.086,515.293,560.19,504.121,381.431,798.328,519.224,735.017,653.293,794.603,318.121,980.81,526.672,943.569,746.397,984.534,522.948,965.914,522.948,980.81,526.672,1010.6,530.397,1371.84,-1,-1,-1,-1
ANGER,65.4682,420.256,208.704,305.667,419.977,377.285,581.118,377.285,753.001,312.829,921.304,405.932,-1,-1,147.829,466.808,402.073,466.808,602.603,477.55,856.847,484.712,-1,-1,459.367,520.521,556.052,520.521,369.845,789.089,498.757,742.537,631.251,792.67,316.131,996.781,502.338,935.906,688.545,993.2,502.338,986.038,502.338,1007.52,498.757,1061.24,491.595,1329.81,-1,-1,-1,-1
HAPPY,63.5027,553.147,148.06,424.298,393.678,448.458,615.137,492.749,812.436,416.245,961.418,545.094,-1,-1,135.98,597.439,409.784,585.359,619.163,597.439,888.94,601.466,-1,-1,466.155,617.572,562.792,617.572,361.466,871.243,510.447,826.951,659.428,871.243,284.962,1052.44,514.473,1000.09,756.065,1032.3,510.447,1040.36,518.5,1136.99,518.5,1201.42,498.367,1499.38,-1,-1,-1,-1
FEAR,80.691,410.476,220.84,285.479,406.442,342.296,614.771,353.659,815.524,300.63,948.097,395.325,-1,-1,175.386,471.081,432.956,455.93,641.285,478.656,883.704,471.081,-1,-1,497.349,482.444,580.68,482.444,398.866,770.317,542.802,705.924,671.588,774.105,357.2,1005.16,527.651,929.405,705.678,993.797,523.863,967.282,523.863,1031.68,523.863,1107.43,520.076,1342.27,-1,-1,-1,-1
SURPRISE,114.029,321.118,196.088,247.0,386.676,270.824,656.676,249.647,839.324,270.824,913.441,350.235,-1,-1,161.676,432.294,391.971,445.529,619.618,432.294,865.794,445.529,-1,-1,466.088,432.294,574.618,432.294,376.088,707.588,500.5,638.765,611.676,715.529,336.382,990.824,492.559,832.0,656.676,996.118,495.206,898.176,495.206,1080.82,489.912,1178.76,476.676,1430.24,-1,-1,-1,-1
SADNESS,153.261,338.869,264.371,312.3,392.39,338.869,624.272,338.869,795.768,319.546,899.632,379.932,-1,-1,175.0,442.733,406.882,435.487,626.688,445.149,870.647,478.965,-1,-1,474.515,442.733,559.055,442.733,392.39,715.678,505.915,648.046,617.026,718.094,329.588,913.744,491.423,846.112,670.165,937.899,491.423,899.252,493.838,916.16,491.423,991.039,472.131,1249.02,-1,-1,-1,-1
DISGUST,112.176,370.982,256.441,337.32,381.471,383.004,609.89,378.195,763.772,327.702,891.206,380.599,-1,-1,136.221,440.71,376.662,452.732,609.89,450.327,864.757,450.327,-1,-1,443.985,464.754,542.566,469.562,355.022,717.217,484.86,664.32,619.507,734.048,304.529,911.974,480.051,854.268,660.382,921.592,480.051,904.761,480.051,923.996,475.243,974.489,482.456,1296.68,-1,-1,-1,-1
HAPPY,99.7132,361.893,201.956,277.827,392.809,314.18,629.103,289.188,844.949,293.732,922.199,382.342,-1,-1,167.875,445.96,392.809,443.688,635.919,441.415,867.669,455.048,-1,-1,470.059,455.048,567.757,452.776,379.176,698.158,520.044,643.629,631.375,700.43,283.75,886.739,508.684,816.305,722.257,907.188,508.684,864.018,501.868,945.813,497.324,1027.61,485.993,1220.75,-1,-1,-1,-1
ANGER,139.132,352.364,285.471,338.202,410.566,380.687,634.794,373.607,790.574,326.401,915.669,368.886,-1,-1,176.897,434.974,415.287,453.857,641.875,456.217,892.066,451.496,-1,-1,495.537,482.18,566.346,482.18,396.404,741.812,516.779,696.967,639.515,765.415,335.037,928.276,507.338,890.511,693.801,947.158,504.978,942.437,507.338,956.599,509.699,1022.69,514.419,1270.52,-1,-1,-1,-1
FEAR,109.176,330.107,207.757,269.996,378.471,284.423,640.551,269.996,825.691,255.57,917.059,349.342,-1,-1,169.287,423.879,390.493,447.923,614.103,443.114,849.735,431.092,-1,-1,460.221,445.518,546.779,443.114,385.684,731.643,501.096,669.129,618.912,734.048,325.574,931.21,501.096,849.46,671.809,940.827,498.691,907.165,501.096,948.04,503.5,1024.98,501.096,1287.06,-1,-1,-1,-1
HAPPY,44.2338,424.198,150.838,351.982,364.047,400.126,635.716,379.493,828.291,307.277,1003.67,351.982,-1,-1,106.133,527.363,364.047,517.047,697.615,492.975,945.212,468.903,-1,-1,467.212,572.068,570.378,565.191,360.608,799.032,529.112,768.083,711.371,792.155,278.076,988.169,532.55,970.975,824.853,977.853,532.55,1019.12,542.867,1105.09,542.867,1177.31,556.622,1383.64,-1,-1,-1,-1
FEAR,68.0436,436.359,216.819,325.454,395.35,360.619,576.585,363.324,760.526,311.929,882.251,414.719,3.12338,514.804,149.194,533.739,387.235,517.509,595.52,509.394,820.036,498.574,933.647,463.409,435.925,487.754,541.42,479.639,384.53,760.96,503.55,696.04,625.276,744.73,346.66,1036.87,514.37,901.621,676.671,1031.46,514.37,936.786,517.075,1074.74,517.075,1142.37,536.01,1396.64,-1,-1,-1,-1
ANGER,92.962,500.929,249.251,477.485,434.194,529.582,613.927,550.42,793.66,500.929,923.901,529.582,9.60761,540.001,155.478,566.049,395.122,584.283,629.556,610.331,856.175,610.331,978.602,581.678,452.428,581.678,577.459,599.912,369.073,883.838,486.29,881.233,611.322,904.676,283.114,1071.38,486.29,1047.94,663.418,1100.04,486.29,1079.2,483.686,1097.43,483.686,1144.32,475.871,1381.36,-1,-1,-1,-1
HAPPY,63.6577,497.333,231.791,405.385,410.433,447.418,604.838,450.045,788.734,392.25,917.461,455.3,8.48887,528.858,173.995,536.739,397.298,539.366,620.6,544.621,846.53,539.366,964.749,513.096,447.212,520.977,570.686,520.977,378.908,802.075,510.263,783.686,638.99,812.583,271.198,959.7,507.635,951.819,720.429,978.09,505.008,978.09,499.754,1049.02,499.754,1117.33,505.008,1382.66,-1,-1,-1,-1
SURPRISE,62.4109,471.68,206.288,351.346,399.869,372.274,569.906,372.274,734.712,319.955,868.125,395.817,-0.371985,529.231,156.585,537.079,384.173,508.303,590.834,503.071,810.574,487.376,912.596,463.832,436.493,484.76,548.979,471.68,392.021,733.276,507.123,662.645,627.457,725.428,352.782,1015.8,520.203,869.305,687.624,1002.72,520.203,908.545,522.819,1031.49,522.819,1096.89,530.667,1361.1,-1,-1,-1,-1
SADNESS,63.3905,469.91,232.192,400.404,405.958,422.745,569.795,425.227,746.044,368.133,885.057,430.192,11.2607,536.934,150.274,541.899,381.135,527.005,597.101,527.005,818.032,522.04,934.704,509.628,428.3,502.181,544.971,497.216,371.205,772.76,502.771,730.559,619.442,775.242,294.251,988.726,502.771,906.808,683.984,993.691,502.771,939.079,502.771,953.973,500.288,1003.62,517.665,1289.09,-1,-1,-1,-1
DISGUST,44.6002,448.47,197.127,418.949,371.795,448.47,534.162,438.63,706.37,359.906,861.357,379.587,2.77829,512.433,133.164,512.433,344.734,507.513,563.684,492.752,809.695,460.771,952.381,436.17,381.635,505.053,507.101,500.133,342.274,787.966,448.058,800.266,598.125,755.984,293.071,965.094,475.12,920.812,691.609,945.413,477.58,947.873,489.88,1004.46,497.261,1073.34,516.942,1297.21,-1,-1,-1,-1
HAPPY,71.309,430.362,164.89,360.176,398.842,379.672,734.174,356.277,956.428,317.285,1077.3,375.773,-1,-1,172.688,496.649,433.935,484.951,722.476,469.354,975.924,449.858,-1,-1,511.919,488.85,656.19,481.052,402.741,800.786,586.004,886.569,780.964,789.089,324.757,976.251,589.903,972.351,874.545,964.553,597.702,991.847,597.702,1058.13,601.601,1108.82,621.097,1393.47,-1,-1,-1,-1
HAPPY,116.285,432.789,227.977,359.611,451.362,386.572,736.37,386.572,948.2,367.314,1056.04,452.046,-1,-1,166.354,544.481,447.511,552.184,724.816,559.887,979.012,552.184,-1,-1,520.688,582.996,624.678,586.847,397.442,864.153,566.906,871.855,724.816,883.41,266.492,998.954,566.906,1018.21,836.508,1018.21,563.054,1052.87,559.203,1114.5,555.351,1183.82,551.5,1372.55,-1,-1,-1,-1
SURPRISE,122.739,452.862,277.47,400.253,490.999,437.389,757.136,431.199,945.908,387.875,1088.26,446.673,8.2384,517.849,218.673,536.417,447.674,564.268,769.515,561.173,1001.61,542.606,1196.57,502.376,559.081,530.227,695.244,530.227,463.147,858.257,648.825,824.216,800.461,855.162,426.012,1195.57,627.162,1022.27,834.502,1189.38,624.068,1059.41,633.352,1266.75,633.352,1375.06,636.446,1650.48,-1,-1,-1,-1
FEAR,117.48,283.509,267.914,229.042,496.159,275.728,721.81,257.572,931.899,221.261,1071.96,293.884,16.3256,369.101,213.446,382.07,446.878,402.819,755.528,392.444,981.179,376.882,1183.49,356.133,555.814,358.726,682.904,356.133,467.628,695.906,641.405,649.22,791.84,680.344,410.567,996.775,641.405,854.122,848.901,960.463,641.405,908.589,641.405,973.431,643.999,1074.59,656.968,1378.05,-1,-1,-1,-1
