Label,Outer left eyebrow-x,Outer left eyebrow-y,Outer left eyebrow-z,Middle left eyebrow-x,Middle left eyebrow-y,Middle left eyebrow-z,Inner left eyebrow-x,Inner left eyebrow-y,Inner left eyebrow-z,Inner right eyebrow-x,Inner right eyebrow-y,Inner right eyebrow-z,Middle right eyebrow-x,Middle right eyebrow-y,Middle right eyebrow-z,Outer right eyebrow-x,Outer right eyebrow-y,Outer right eyebrow-z,Left temple-x,Left temple-y,Left temple-z,Outer left eye corner-x,Outer left eye corner-y,Outer left eye corner-z,Inner left eye corner-x,Inner left eye corner-y,Inner left eye corner-z,Inner right eye corner-x,Inner right eye corner-y,Inner right eye corner-z,Outer right eye corner-x,Outer right eye corner-y,Outer right eye corner-z,Right temple-x,Right temple-y,Right temple-z,Nose saddle left-x,Nose saddle left-y,Nose saddle left-z,Nose saddle right-x,Nose saddle right-y,Nose saddle right-z,Left nose peak-x,Left nose peak-y,Left nose peak-z,Nose tip-x,Nose tip-y,Nose tip-z,Right nose peak-x,Right nose peak-y,Right nose peak-z,Left mouth corner-x,Left mouth corner-y,Left mouth corner-z,Upper lip outer middle-x,Upper lip outer middle-y,Upper lip outer middle-z,Right mouth corner-x,Right mouth corner-y,Right mouth corner-z,Upper lip inner middle-x,Upper lip inner middle-y,Upper lip inner middle-z,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip inner middle-z,Lower lip outer middle-x,Lower lip outer middle-y,Lower lip outer middle-z,Chin middle-x,Chin middle-y,Chin middle-z,Left ear lobe-x,Left ear lobe-y,Left ear lobe-z,Right ear lobe-x,Right ear lobe-y,Right ear lobe-z
SURPRISE,-75.035,9.83,-16.827,-52.232,24.355,13.479,-27.072,8.55,18.454,-3.16,9.343,25.389,17.984,23.792,15.459,43.097,17.174,-11.997,NaN,NaN,NaN,-64.395,-7.71,-8.529,-30.376,-5.942,1.37,3.812,-5.842,3.036,34.51,-1.903,-2.622,NaN,NaN,NaN,-21.811,-5.172,14.065,-3.726,-4.284,10.409,-31.472,-45.747,20.518,-13.224,-39.655,41.314,4.053,-45.546,23.486,-37.835,-83.422,9.222,-13.903,-74.64,30.024,7.969,-82.304,13.559,-14.152,-80.65,5.342,-14.683,-86.613,20.904,-14.611,-94.12,21.214,-16.852,-128.472,7.254,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-39.334,9.662,-35.9,-21.814,18.3,-15.776,3.459,8.187,-13.138,26.599,8.463,-9.429,53.825,19.198,-17.499,70.16,10.686,-36.94,NaN,NaN,NaN,-28.105,-1.14,-28.551,-1.817,-3.531,-20.22,30.783,-4.682,-23.112,60.796,-3.41,-35.112,NaN,NaN,NaN,8.238,-7.099,-11.517,20.582,-7.696,-9.906,-0.888,-42.536,-13.074,14.381,-38.814,7.444,30.815,-41.586,-11.167,-6.885,-68.65,-23.898,14.699,-63.798,-10.131,34.254,-70.139,-27.312,14.716,-67.827,-12.787,13.875,-71.275,-18.185,13.091,-76.4,-14.686,12.76,-107.919,-30.08,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-34.596,13.827,28.237,-20.768,18.195,49.984,5.847,11.7,58.08,28.519,11.054,59.051,49.907,14.949,55.468,73.173,7.305,31.316,NaN,NaN,NaN,-26.133,-0.169,41.168,2.813,-2.339,46.481,32.456,-5.232,45.478,63.966,-3.861,40.067,NaN,NaN,NaN,10.255,-5.847,54.292,23.51,-5.914,55.634,-0.013,-39.299,52.9,15.362,-36.272,71.341,33.35,-38.992,57.485,-7.371,-66.18,34.287,17.795,-56.242,51.966,39.694,-66.693,35.616,17.082,-62.299,50.354,17.104,-65.144,50.875,17.182,-71.052,49.752,14.496,-105.811,33.427,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-32.343,5.533,17.798,-18.33,12.331,42.395,11.172,4.431,53.482,31.066,4.418,54.675,58.619,12.636,48.641,77.128,6.537,32.818,NaN,NaN,NaN,-21.536,-5.544,32.944,6.124,-9.093,42.972,37.254,-6.786,44.553,67.202,-6.048,41.142,NaN,NaN,NaN,14.284,-14.233,50.17,25.27,-13.287,55.069,6.137,-48.514,43.354,19.963,-43.622,69.037,36.593,-46.637,52.284,4.089,-76.104,31.383,21.096,-68.091,51.136,42.263,-74.985,34.107,21.328,-75.053,34.355,21.316,-82.721,42.906,21.365,-88.714,41.132,22.468,-116.186,23.99,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-34.908,15.097,62.308,-22.79,28.748,78.059,6.787,20.276,86.908,29.959,18.793,88.026,60.512,25.342,78.989,76.079,14.747,59.633,NaN,NaN,NaN,-23.443,6.314,75.995,3.812,5.175,78.854,35.29,3.586,77.36,65.524,1.391,69.258,NaN,NaN,NaN,10.586,-0.538,90.163,24.309,-1.135,90.716,3.008,-30.747,91.047,17.918,-26.75,109.587,35.298,-30.649,90.46,-6.635,-53.838,64.863,18.635,-48.9,89.792,46.793,-52.699,67.912,17.222,-54.597,88.853,17.6,-65.135,81.34,18.338,-72.305,83.522,17.01,-98.485,81.116,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-16.462,-1.182,76.906,-1.84,6.333,98.227,29.417,2.13,109.849,50.697,2.823,110.388,74.519,6.568,103.841,92.032,0.602,84.997,NaN,NaN,NaN,-4.706,-12.531,83.123,24.14,-15.995,93.39,55.035,-15.884,92.628,85.584,-13.642,83.988,NaN,NaN,NaN,33.25,-21.328,106.317,44.726,-21.267,105.79,24.985,-54.242,100.203,38.949,-50.496,118.308,54.303,-54.394,96.641,19.543,-78.139,86.38,38.771,-74.397,97.404,59.169,-78.817,85.366,38.825,-78.845,95.822,38.877,-81.996,92.854,38.87,-86.16,94.27,39.377,-115.295,73.319,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-36.486,7.99,66.871,-25.919,18.162,83.111,6.479,9.722,96.091,27.228,9.675,98.387,57.457,19.684,92.263,75.334,8.371,65.73,NaN,NaN,NaN,-26.106,-5.801,77.937,1.525,-7.686,87.008,34.774,-9.029,86.08,62.632,-6.343,75.505,NaN,NaN,NaN,11.574,-13.975,97.172,21.621,-14.593,100.58,2.404,-47.819,91.389,17.413,-41.27,113.9,32.701,-46.939,95.241,0.432,-82.396,70.447,16.899,-67.74,94.312,36.714,-79.78,74.811,16.976,-73.602,92.902,15.07,-93.481,76.839,15.093,-101.539,76.239,15.251,-126.717,56.534,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-77.948,-23.455,-119.334,-61.184,-7.26,-95.879,-31.855,-11.074,-89.496,-7.539,-5.458,-85.937,23.754,1.007,-97.731,40.839,-13.059,-118.069,NaN,NaN,NaN,-66.375,-22.985,-103.869,-35.581,-21.332,-105.549,0.505,-19.473,-105.145,30.075,-17.294,-114.302,NaN,NaN,NaN,-23.773,-24.043,-91.4,-10.747,-23.812,-85.778,-35.908,-60.955,-94.879,-18.351,-58.482,-63.692,2.13,-60.48,-89.73,-37.578,-92.405,-106.547,-15.321,-87.319,-88.85,7.419,-92.326,-106.31,-15.338,-92.323,-91.848,-14.54,-97.301,-95.989,-14.461,-102.008,-93.917,-12.771,-136.192,-110.293,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-75.536,-18.187,-108.302,-58.572,-4.65,-90.919,-26.906,-5.328,-85.215,-6.75,-4.659,-85.666,26.395,-6.385,-98.979,40.04,-18.022,-117.681,NaN,NaN,NaN,-63.005,-22.922,-100.963,-32.289,-24.399,-100.916,2.188,-22.788,-106.241,30.034,-22.939,-111.648,NaN,NaN,NaN,-22.16,-24.899,-92.399,-5.912,-25.826,-95.879,-35.793,-60.847,-92.508,-13.645,-59.244,-64.607,3.737,-60.527,-90.485,-40.054,-89.143,-106.567,-14.602,-83.417,-91.555,9.867,-88.886,-116.725,-14.581,-88.357,-92.653,-15.456,-96.998,-103.405,-13.681,-105.352,-97.459,-13.688,-139.149,-114.889,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-70.987,14.873,-85.038,-55.958,34.066,-65.986,-21.424,33.19,-51.257,2.934,33.934,-51.117,38.62,30.335,-68.939,50.481,15.208,-82.256,NaN,NaN,NaN,-55.971,8.513,-71.273,-27.14,8.622,-67.674,10.286,8.678,-68.543,37.398,9.603,-76.327,NaN,NaN,NaN,-16.006,9.43,-56.873,0.608,8.823,-59.151,-26.726,-30.684,-49.106,-9.36,-25.32,-22.784,10.329,-32.531,-58.682,-31.594,-64.657,-63.704,-9.234,-55.113,-46.602,13.887,-67.649,-65.973,-8.477,-62.366,-49.496,-8.374,-82.82,-62.314,-7.512,-92.085,-59.377,-8.458,-125.826,-91.868,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-66.136,-5.965,-135.253,-53.265,9.941,-119.63,-20.948,6.037,-107.499,3.471,3.552,-107.108,38.11,5.219,-114.895,57.051,-9.988,-136.6,NaN,NaN,NaN,-53.393,-13.23,-126.599,-21.828,-11.372,-119.147,12.883,-12.934,-120.011,41.846,-14.595,-126.069,NaN,NaN,NaN,-14.211,-17.676,-101.198,-1.146,-16.623,-98.075,-27.078,-47.135,-103.43,-7.424,-44.997,-76.109,13.811,-48.819,-108.416,-33.361,-76.022,-123.274,-6.833,-73.027,-102.259,23.668,-74.961,-123.7,-7.512,-75.793,-107.494,-8.178,-88.142,-109.381,-7.353,-94.693,-108.124,-7.204,-135.417,-122.585,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-73.685,-14.421,-120.088,-58.179,-1.684,-100.893,-32.745,-2.229,-92.488,-8.394,-1.493,-92.33,19.719,0.155,-100.867,41.718,-11.52,-121.933,NaN,NaN,NaN,-62.495,-19.883,-110.16,-34.03,-18.937,-107.172,2.143,-17.026,-108.05,31.759,-16.528,-117.202,NaN,NaN,NaN,-23.135,-21.797,-95.857,-7.546,-20.81,-92.932,-32.88,-58.902,-105.209,-13.766,-55.366,-68.481,5.385,-57.575,-95.565,-35.298,-86.952,-110.671,-11.454,-81.046,-93.662,13.919,-84.743,-116.452,-10.603,-85.996,-95.206,-10.592,-90.479,-102.97,-10.506,-98.176,-98.292,-7.887,-135.254,-117.811,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-57.957,-5.616,-118.134,-39.224,10.142,-101.454,-8.108,2.019,-92.401,12.782,3.815,-91.606,44.811,10.341,-105.761,58.975,-3.924,-117.74,NaN,NaN,NaN,-42.755,-17.926,-113.001,-14.886,-17.681,-107.465,21.298,-17.62,-108.986,49.301,-16.016,-115.925,NaN,NaN,NaN,-4.038,-19.756,-93.228,12.192,-20.719,-98.076,-16.164,-57.351,-93.83,1.731,-53.237,-63.151,19.457,-58.426,-87.152,-17.652,-91.93,-104.059,1.877,-84.14,-85.841,23.178,-93.704,-105.506,1.955,-90.107,-88.987,1.973,-100.278,-97.035,2.047,-107.401,-93.81,3.093,-142.801,-115.557,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-57.01,8.613,-117.176,-39.839,16.898,-95.527,-4.97,10.405,-86.952,23.244,12.143,-89.653,50.842,18.01,-92.59,68.645,13.087,-112.015,NaN,NaN,NaN,-44.309,-1.241,-109.648,-10.721,1.459,-100.461,26.552,1.503,-102.513,59.562,3.931,-112.252,NaN,NaN,NaN,3.937,0.681,-88.241,14.347,2.455,-83.85,-8.725,-40.238,-84.042,11.173,-37.092,-62.046,31.648,-41.719,-81.115,-13.74,-72.43,-94.121,13.197,-66.015,-82.066,42.331,-70.036,-98.87,13.165,-69.29,-83.56,14.031,-70.02,-82.384,12.439,-71.533,-81.111,11.711,-118.613,-95.619,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-79.766,10.182,-146.89,-61.601,19.473,-128.063,-34.185,11.97,-131.882,-5.331,15.496,-130.374,22.019,26.238,-124.719,43.059,16.367,-145.995,NaN,NaN,NaN,-67.742,1.968,-140.341,-38.518,3.672,-135.877,-3.701,7.16,-134.355,32.059,10.693,-141.514,NaN,NaN,NaN,-26.619,5.491,-124.904,-12.633,7.252,-124.243,-36.312,-37.48,-121.51,-16.912,-35.688,-96.562,4.172,-34.998,-123.73,-41.753,-74.038,-140.888,-12.286,-61.197,-118.641,21.781,-67.838,-137.559,-12.327,-68.015,-122.669,-13.148,-70.511,-122.609,-13.072,-75.316,-119.405,-12.169,-115.646,-129.492,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-82.296,12.974,-133.7,-70.795,23.473,-119.858,-42.304,23.681,-104.009,-2.478,22.893,-104.266,21.338,27.905,-112.724,44.857,13.104,-139.968,NaN,NaN,NaN,-71.976,8.85,-127.643,-39.607,5.458,-123.223,0.097,5.602,-123.483,31.253,7.478,-131.073,NaN,NaN,NaN,-27.071,6.42,-112.53,-12.216,7.505,-109.525,-37.988,-33.399,-99.794,-18.849,-33.351,-79.565,1.907,-34.084,-98.616,-46.856,-69.758,-124.049,-18.537,-58.73,-100.1,9.295,-65.177,-120.786,-17.757,-63.877,-106.113,-18.468,-84.015,-115.708,-17.513,-99.499,-113.936,-16.601,-129.889,-122.292,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-93.462,21.74,-132.802,-78.982,38.091,-112.165,-43.466,37.16,-101.989,-10.102,36.356,-102.049,20.952,37.509,-112.998,33.57,25.218,-128.875,NaN,NaN,NaN,-78.719,15.922,-124.033,-45.392,13.439,-116.089,-8.372,12.728,-118.667,24.376,15.338,-128.299,NaN,NaN,NaN,-33.796,17.717,-106.084,-19.043,17.851,-108.463,-48.83,-23.919,-97.075,-26.491,-21.444,-72.765,-6.426,-25.172,-93.867,-60.799,-52.229,-114.58,-25.901,-48.047,-92.147,6.64,-48.994,-115.734,-26.694,-52.18,-93.904,-27.754,-60.53,-99.738,-26.681,-68.35,-92.978,-23.959,-105.822,-96.275,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-85.376,6.308,-130.177,-68.567,18.668,-106.221,-40.353,17.966,-94.428,-6.52,18.866,-96.672,21.176,24.6,-102.223,40.378,16.507,-123.212,NaN,NaN,NaN,-70.661,-0.219,-117.243,-38.478,1.416,-111.954,-1.653,4.821,-112.644,29.722,6.376,-119.817,NaN,NaN,NaN,-26.685,4.933,-100.361,-14.529,5.796,-100.865,-39.595,-37.55,-101.626,-17.22,-36.319,-71.32,2.011,-38.664,-93.614,-43.966,-72.055,-109.837,-16.626,-61.552,-91.065,12.701,-66.47,-110.875,-17.525,-66.498,-93.207,-16.633,-69.605,-90.986,-15.726,-72.743,-89.359,-12.351,-113.891,-100.526,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-96.492,19.76,-133.898,-90.431,40.303,-116.817,-54.582,37.653,-102.1,-9.962,40.14,-100.376,18.673,43.0,-111.921,32.217,27.373,-132.774,NaN,NaN,NaN,-81.748,14.027,-124.082,-51.739,11.555,-117.144,-12.196,12.46,-118.651,16.611,14.162,-121.787,NaN,NaN,NaN,-38.354,17.43,-106.049,-25.312,15.874,-105.839,-51.159,-28.404,-102.442,-31.785,-25.767,-72.749,-11.813,-32.27,-98.135,-55.499,-68.853,-111.567,-32.694,-57.166,-88.691,-8.728,-67.792,-108.059,-31.917,-61.258,-89.945,-31.333,-76.979,-97.744,-32.769,-86.531,-94.403,-31.123,-119.315,-108.441,-104.538,-42.211,-168.265,42.448,-36.649,-163.079
ANGER,-61.677,-1.498,51.639,-46.539,11.08,77.785,-17.426,4.037,87.29,18.345,3.4,78.766,48.431,12.825,75.071,58.362,6.316,61.255,NaN,NaN,NaN,-50.774,-3.471,63.582,-18.495,-3.407,70.057,18.657,-4.011,69.294,50.437,-5.498,60.553,NaN,NaN,NaN,-6.682,-5.343,84.17,9.006,-5.299,81.762,-17.348,-42.171,87.368,-3.381,-38.539,107.772,18.103,-45.272,76.173,-24.712,-70.966,75.113,-2.013,-62.682,92.178,21.926,-70.929,72.556,-2.053,-69.662,85.477,-2.0,-71.714,87.523,-1.957,-78.12,88.744,-1.956,-112.84,68.692,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-51.989,10.971,2.903,-37.12,22.224,22.096,-4.206,15.58,29.084,28.964,15.642,28.03,60.245,19.525,15.273,73.06,8.246,-14.028,NaN,NaN,NaN,-39.483,7.988,11.454,-6.422,6.582,17.195,27.704,4.201,12.068,60.158,1.384,2.469,NaN,NaN,NaN,3.407,3.585,26.315,17.668,3.611,28.267,-8.974,-27.753,30.184,8.086,-28.752,48.96,26.343,-33.126,29.034,-24.24,-52.789,9.719,5.291,-49.653,27.898,33.517,-57.245,7.047,5.173,-55.003,24.055,5.154,-57.23,24.777,5.209,-67.88,24.306,4.062,-106.927,6.302,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-53.175,33.034,-40.945,-39.402,50.485,-19.542,-1.515,43.93,-7.994,33.732,46.622,-9.404,57.169,51.44,-16.688,71.978,36.23,-33.725,NaN,NaN,NaN,-35.627,31.288,-25.821,-2.331,31.835,-16.675,30.126,28.981,-20.06,62.467,28.339,-31.151,NaN,NaN,NaN,6.086,32.649,-6.251,19.907,34.313,-5.073,-5.097,-4.021,3.847,10.665,4.357,25.892,31.019,-6.364,-4.28,-13.902,-36.999,0.198,12.475,-19.938,15.551,34.909,-36.886,-0.998,12.658,-28.408,11.249,12.583,-36.736,11.078,11.02,-48.807,11.085,10.613,-89.876,-0.74,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-69.206,2.805,149.429,-56.726,15.222,169.764,-27.282,9.976,181.115,5.782,9.36,180.603,36.804,16.839,174.679,54.046,6.61,150.779,NaN,NaN,NaN,-57.106,-1.782,159.292,-25.592,-1.025,164.291,8.651,-1.592,168.204,42.186,-3.741,156.831,NaN,NaN,NaN,-13.173,-1.331,177.496,1.713,-0.774,176.329,-27.318,-36.681,176.47,-10.136,-35.733,200.707,9.952,-38.389,184.744,-41.369,-59.695,157.652,-9.569,-56.659,180.11,22.628,-60.194,153.523,-8.209,-60.821,178.772,-7.517,-72.546,166.101,-8.032,-82.957,173.198,-6.743,-114.177,160.411,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-74.064,13.243,46.852,-57.401,23.49,68.8,-30.16,19.813,78.253,7.306,20.063,77.728,35.912,25.1,67.935,50.524,10.572,44.618,NaN,NaN,NaN,-59.336,6.698,57.673,-27.663,6.77,63.637,8.247,4.778,64.001,39.263,3.247,51.926,NaN,NaN,NaN,-16.504,7.542,76.758,0.164,7.023,71.932,-30.111,-28.862,74.239,-11.501,-22.155,103.886,7.637,-27.78,78.028,-36.759,-60.244,72.625,-11.7,-49.906,90.229,11.312,-59.249,73.052,-11.677,-55.037,88.499,-12.445,-57.341,85.189,-13.746,-66.631,86.961,-13.873,-104.837,69.316,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-60.572,-15.2,-69.759,-51.119,-0.481,-45.89,-20.239,-7.374,-33.727,21.218,-6.477,-34.773,50.402,2.954,-44.018,62.32,-6.1,-68.077,NaN,NaN,NaN,-49.238,-17.254,-59.777,-18.051,-17.112,-50.308,18.246,-18.68,-51.517,52.489,-16.353,-61.642,NaN,NaN,NaN,-5.48,-18.301,-36.2,9.63,-18.283,-38.556,-17.831,-56.151,-39.811,-0.529,-57.45,-15.924,15.693,-59.708,-32.722,-25.682,-89.276,-55.475,-0.672,-78.374,-33.402,22.499,-88.909,-53.517,0.281,-84.782,-37.255,0.549,-95.281,-49.609,-0.185,-107.759,-47.304,2.171,-136.002,-71.249,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-67.433,0.369,-185.753,-46.852,16.631,-154.984,-15.571,11.86,-142.339,13.52,12.561,-141.88,34.587,15.988,-153.256,57.206,7.569,-176.061,NaN,NaN,NaN,-54.153,-7.99,-172.14,-18.475,-4.309,-160.72,14.599,-3.371,-164.832,47.818,-4.272,-171.964,NaN,NaN,NaN,-7.412,-2.376,-143.483,3.422,-0.681,-142.428,-23.634,-39.016,-140.047,-1.849,-32.694,-119.203,21.365,-39.48,-150.184,-24.685,-73.721,-148.482,3.007,-63.762,-134.071,29.056,-74.51,-150.391,1.348,-69.808,-137.43,2.222,-72.159,-134.792,0.601,-77.169,-134.638,3.461,-130.036,-150.898,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-85.761,1.167,-209.371,-73.357,13.154,-186.784,-41.113,10.76,-170.413,-11.432,13.377,-167.37,20.806,20.258,-182.88,34.743,12.701,-196.76,NaN,NaN,NaN,-73.02,-10.231,-198.214,-39.833,-8.097,-188.538,-5.668,-5.419,-189.972,27.96,-5.409,-196.063,NaN,NaN,NaN,-29.377,-3.716,-175.315,-15.935,-1.861,-171.42,-44.515,-40.187,-169.35,-24.348,-36.827,-146.719,-1.103,-41.428,-163.531,-49.754,-79.122,-179.688,-22.143,-66.102,-162.328,5.906,-75.947,-174.481,-23.826,-72.107,-165.194,-23.815,-73.78,-164.856,-23.688,-82.089,-160.647,-19.382,-132.799,-181.778,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-79.839,10.126,-214.495,-66.901,18.007,-194.187,-35.369,18.087,-178.393,-3.89,24.209,-180.389,26.856,26.1,-195.529,41.114,9.647,-211.761,NaN,NaN,NaN,-70.835,-7.137,-207.613,-35.765,-5.092,-198.243,-3.176,-2.513,-198.955,30.56,-2.322,-204.451,NaN,NaN,NaN,-25.273,0.99,-183.569,-15.079,1.979,-178.101,-40.284,-40.731,-178.286,-21.149,-31.425,-154.113,1.365,-39.511,-171.122,-50.136,-79.383,-195.821,-18.917,-63.469,-171.582,11.088,-76.939,-187.641,-17.148,-69.319,-171.252,-17.146,-91.462,-183.831,-17.736,-98.945,-170.55,-15.886,-145.018,-182.023,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-73.264,11.164,-185.988,-54.7,23.942,-167.154,-26.507,19.792,-158.703,4.575,21.638,-155.878,28.289,21.69,-166.574,45.595,14.17,-183.352,NaN,NaN,NaN,-61.764,-0.779,-179.804,-27.664,2.859,-173.716,6.261,2.079,-175.809,41.461,1.252,-181.752,NaN,NaN,NaN,-18.083,4.729,-157.045,-2.987,4.694,-167.431,-30.341,-31.317,-148.848,-9.214,-28.296,-131.295,11.682,-30.976,-168.013,-49.598,-58.81,-178.19,-11.104,-53.14,-148.988,26.266,-58.316,-172.942,-9.381,-58.376,-151.41,-9.356,-71.793,-155.162,-10.11,-80.609,-149.449,-8.984,-124.138,-155.494,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-77.408,2.435,-179.481,-63.871,19.366,-157.954,-33.171,16.92,-143.413,-3.926,19.569,-141.21,28.6,23.831,-155.092,46.114,7.873,-175.994,NaN,NaN,NaN,-64.319,-12.067,-170.051,-30.207,-7.527,-160.473,1.035,-7.356,-163.124,36.652,-7.405,-170.379,NaN,NaN,NaN,-21.612,-0.394,-149.006,-7.376,1.385,-148.322,-33.689,-45.506,-141.291,-14.298,-36.5,-118.725,7.948,-44.272,-150.535,-41.571,-82.248,-153.811,-12.024,-69.473,-134.314,17.507,-81.165,-152.778,-10.272,-74.571,-136.897,-11.041,-77.133,-138.065,-9.338,-83.564,-134.461,-10.216,-132.547,-152.504,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-69.942,17.128,-174.801,-56.331,31.613,-150.536,-24.962,28.133,-135.758,8.115,26.597,-135.314,34.768,32.609,-146.306,49.761,21.72,-163.84,NaN,NaN,NaN,-56.639,2.938,-163.224,-21.926,2.338,-152.165,10.123,3.225,-154.21,43.82,3.058,-164.256,NaN,NaN,NaN,-9.244,4.945,-136.428,2.393,4.87,-144.134,-23.803,-35.8,-132.035,-5.402,-25.104,-110.851,13.498,-37.246,-127.38,-29.005,-79.743,-143.999,-3.146,-59.382,-122.506,21.356,-77.91,-143.983,-3.937,-65.271,-124.917,-4.565,-91.07,-126.502,-4.46,-101.162,-128.049,-1.912,-135.682,-145.49,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-45.611,32.349,40.986,-28.035,40.927,61.46,-3.08,32.912,65.487,29.731,33.544,67.235,51.294,40.394,58.392,66.392,32.465,49.025,NaN,NaN,NaN,-37.878,19.716,45.671,-5.929,17.485,56.367,28.536,19.105,58.172,60.514,19.977,50.314,NaN,NaN,NaN,3.628,10.377,66.894,18.751,11.154,71.569,-10.21,-23.553,62.563,11.042,-20.735,88.759,35.159,-22.372,71.601,-13.062,-56.057,57.467,14.05,-49.815,77.11,40.675,-53.611,59.016,14.708,-55.03,74.232,13.971,-58.757,71.942,14.146,-68.941,72.555,15.229,-98.606,47.676,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-45.263,29.338,34.253,-30.739,39.752,49.013,-2.57,28.567,52.675,23.83,29.32,53.964,52.033,39.085,49.417,64.26,30.345,36.836,NaN,NaN,NaN,-39.169,19.769,36.687,-7.707,17.524,45.734,26.986,17.589,46.039,58.154,19.217,42.285,NaN,NaN,NaN,3.356,9.55,58.778,17.378,9.639,60.786,-12.103,-17.01,58.679,7.186,-20.156,76.823,32.144,-15.294,62.588,-17.328,-48.644,42.588,10.763,-45.346,63.809,39.839,-46.272,43.979,11.565,-51.428,58.641,12.314,-55.005,59.999,10.923,-66.977,56.486,11.187,-92.716,37.432,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-71.466,24.072,-39.541,-58.53,37.867,-28.615,-29.486,40.136,-19.25,2.907,37.84,-20.634,32.634,41.504,-38.298,42.397,27.561,-45.085,NaN,NaN,NaN,-64.509,10.24,-39.825,-31.093,9.162,-32.019,3.831,9.383,-33.568,36.921,11.072,-44.501,NaN,NaN,NaN,-21.629,6.16,-22.35,-4.613,6.056,-20.46,-35.538,-29.549,-19.511,-11.865,-27.227,7.895,13.499,-27.943,-27.704,-41.823,-66.219,-26.959,-9.799,-61.305,-5.784,18.108,-64.032,-31.717,-9.998,-69.949,-39.13,-10.361,-75.985,-11.211,-8.8,-89.828,-21.075,-6.385,-115.67,-32.019,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-51.49,54.897,43.999,-39.556,71.504,55.583,-10.556,60.218,64.042,19.429,60.192,63.48,43.787,68.643,56.307,60.472,56.758,41.819,NaN,NaN,NaN,-45.244,43.631,50.523,-12.709,40.533,57.563,20.994,40.579,56.416,55.389,40.899,42.793,NaN,NaN,NaN,-3.075,36.02,71.582,11.512,36.735,69.565,-18.999,8.98,73.25,2.869,5.647,92.012,28.339,8.441,69.996,-28.708,-19.059,53.984,5.218,-19.178,77.773,38.388,-20.393,54.162,5.213,-23.496,75.133,5.254,-33.038,74.253,5.274,-42.668,72.571,6.209,-75.228,62.104,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-50.985,38.559,35.746,-35.716,50.198,53.176,-9.021,44.14,61.616,21.516,43.427,61.008,46.815,53.97,55.171,62.704,43.113,42.504,NaN,NaN,NaN,-42.418,25.926,44.773,-11.193,24.419,53.007,23.311,25.933,53.883,54.501,29.0,49.727,NaN,NaN,NaN,-0.011,20.752,66.642,15.267,20.114,64.992,-13.858,-13.581,69.26,7.316,-9.621,88.222,29.135,-11.126,76.09,-18.222,-47.556,59.092,9.752,-39.264,80.99,37.77,-45.277,59.572,9.673,-46.758,76.074,11.147,-49.625,76.364,10.398,-59.051,77.48,12.195,-89.009,55.206,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-52.696,46.361,64.714,-38.407,60.022,76.165,-14.366,51.869,85.192,16.685,51.268,86.311,46.387,58.125,73.825,60.986,44.632,59.501,NaN,NaN,NaN,-43.579,28.182,68.422,-14.319,27.324,77.091,20.526,28.21,72.519,52.843,30.642,64.56,NaN,NaN,NaN,-3.306,21.003,89.774,11.508,20.965,87.415,-16.909,-8.662,94.029,2.671,-7.625,108.405,27.051,-10.035,85.907,-22.137,-43.763,76.793,5.624,-38.603,97.25,33.316,-44.476,73.189,6.185,-48.024,60.254,4.823,-54.562,90.584,4.915,-65.282,92.259,7.988,-93.616,70.22,NaN,NaN,NaN,NaN,NaN,NaN
